Concurso,Dia,Mês,Ano,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Ganhadores 6 acertos,Ganhadores 5 acertos,Ganhadores 4 acertos,Rateio 6 acertos,Rateio 5 acertos,Rateio 4 acertos,Acumulado 6 acertos,Arrecadação Total,Estimativa prêmio,Acumulado Sorteio Especial Mega da Virada
2487,2,6,2022,23,36,42,48,54,58,1,141,4588,3681934.22,14175.63,622.35,0,34667365.5,4000000,57627135.47
2168,11,7,2019,1,4,25,27,29,37,1,66,4054,8177021.67,25059.82,582.82,0,28687214.5,2500000,57159465.26
2486,31,5,2022,8,9,17,19,33,56,1,231,15582,117557270.98,27876.31,590.37,0,111688024.5,3000000,57101144.85
1871,29,10,2016,3,11,17,33,52,58,1,275,15560,76548193.31,20893.81,527.52,0,99659087.5,2500000,57061491.27
2408,11,9,2021,4,29,30,38,43,57,1,65,4828,46317095.04,59322.24,1140.94,0,66879058.5,3000000,56871441.55
1237,4,12,2010,5,18,21,26,39,59,1,132,9303,30150521.09,20161.75,408.67,0,45457850,2000000,56856971.38
2341,3,2,2021,4,9,31,32,42,46,1,59,3548,25099868.34,47999.27,1140.26,0,49118593.5,2500000,5677642.74
2607,1,7,2023,7,11,25,51,57,60,1,111,6591,44355154.71,35610.73,856.75,0,68558795,3000000,56643191.24
1338,19,11,2011,1,18,19,33,43,60,1,102,6329,5448452.03,17484.4,402.54,0,30461948,2300000,56613446.19
2165,3,7,2019,5,37,43,49,54,56,1,113,8189,35218398.02,26216.82,516.8,0,51383654,3000000,55991319.28
2091,25,10,2018,10,11,12,37,38,59,1,75,3855,20024894.84,25054.96,696.35,0,32592784,2500000,55896031.13
1336,12,11,2011,1,32,38,47,51,54,1,38,3539,3086420.09,44091.72,676.33,0,28618536,2000000,55835095.87
1551,27,11,2013,2,15,19,21,23,38,1,131,7631,2820316.51,11687.25,286.61,0,26151116,3000000,55716523.25
1335,9,11,2011,3,14,20,22,49,51,1,94,7457,21885288.49,26184.33,471.52,0,42041302,2500000,55394178.71
1550,23,11,2013,9,13,21,27,36,56,1,229,14109,23634735.21,11349.56,263.16,0,44393694,2500000,55313620.88
2449,29,1,2022,14,20,21,31,49,52,1,65,3771,36777767.1,50669.64,1247.68,15646007.23,57124246.5,20000000,5521278.16
2088,17,10,2018,3,14,24,27,38,56,1,56,3262,2526635,24492.89,600.68,0,23790004,3000000,54633537.21
1549,20,11,2013,10,12,16,20,32,53,1,66,6564,5772796.8,26319.82,378.05,0,29671098,23000000,54629660.61
1965,6,9,2017,26,28,35,38,48,55,1,98,6377,78022245.31,47025.82,1032.4,0,79933521.5,2500000,54412749.61
2087,13,10,2018,2,18,19,23,34,53,1,52,4898,27364769.44,41598.96,630.91,0,37519090,2500000,54272589.33
1231,13,11,2010,5,20,23,27,39,49,1,161,9961,22383261.66,14975.94,345.79,0,41183828,2000000,53955806.69
1332,29,10,2011,3,5,13,24,35,59,1,150,10790,2963357.08,10724.53,212.98,0,27477446,2000000,53943364.94
1547,13,11,2013,2,9,10,18,21,28,1,227,11559,6867422.89,8776.15,246.21,0,34028022,2500000,53804975.33
2161,19,6,2019,8,9,10,24,42,44,1,255,15769,124209628.25,22718.64,524.83,0,100482175.5,2500000,53767116.8
1331,26,10,2011,9,24,26,39,46,57,1,157,11461,29215205.37,18125.57,354.7,0,48606926,2000000,53520028.21
2602,17,6,2023,11,14,16,30,32,46,1,111,6285,51774681.61,44054.71,1111.5,0,84815375,3000000,53127574.22
1634,10,9,2014,9,10,23,33,44,51,1,110,6257,7065301.82,18096.85,454.49,0,34001840,22000000,52863656.12
1545,6,11,2013,4,6,11,24,45,48,1,680,45410,80499108.16,13845.79,296.19,0,160817482,2800000,52823914.9
2402,21,8,2021,6,22,25,29,30,60,1,128,6285,40953827.42,30626.84,891.06,0,67994118,3000000,52479110.7
2723,11,5,2024,6,12,19,28,50,60,1,100,6090,46726380.41,38633.4,906.24,0,67007320,2500000,52327958.92
1006,20,9,2008,2,4,17,33,48,55,1,136,5935,1675260.09,6686.96,153.23,0,0,1500000,5220890.05
1227,30,10,2010,4,28,30,31,35,54,1,463,5301,5445377.96,3588.23,447.71,0,28377038,1600000,52074644.47
1741,12,9,2015,15,18,20,32,48,49,1,82,6448,31114779.74,41724.99,758.03,0,58440900,3000000,52008469.85
1632,3,9,2014,6,18,24,27,56,59,1,244,16339,46770615.69,19385.55,413.56,0,80793170,3000000,51854327.26
2082,26,9,2018,6,25,33,42,48,49,1,32,2640,2420701.1,41065.46,711.09,0,22792563.5,3000000,51694308.31
1328,15,10,2011,10,23,27,43,53,59,1,213,14179,45390782.32,16945.58,363.65,0,61651408,2000000,51689595.42
2081,22,9,2018,13,18,35,40,41,42,1,128,4287,21763750.54,15918.03,678.96,0,35339930.5,2500000,51348493.85
1225,23,10,2010,31,32,34,40,50,55,1,36,3825,24970852.82,64045.66,861.11,0,39382110,2000000,51296733.3
1446,28,11,2012,6,13,24,32,40,51,1,87,5521,2639040.77,16466.92,370.69,0,24470254,2500000,51213926.34
1445,24,11,2012,5,19,32,41,49,58,1,133,10497,33883410.57,25183.96,455.83,0,57211388,2500000,50836920.5
1738,2,9,2015,12,28,37,46,48,53,1,96,6889,38615395.78,40710.07,810.43,0,66754387,3000000,50039006.13
2282,22,7,2020,12,27,30,36,45,52,1,44,3467,28456665.08,59779.92,1083.81,0,45621256.5,2500000,49944468.31
1005,17,9,2008,4,6,12,37,41,42,1,67,5871,12989451.54,19748.63,225.37,0,0,1500000,4981567.17
2077,12,9,2018,13,16,26,35,37,39,1,117,6080,27758694.68,20198.69,555.27,0,40989767,2500000,49714439.67
2398,10,8,2021,8,17,30,36,54,59,1,78,5421,60902054.13,43757.99,899.44,0,59198575.5,2500000,49518449.03
2598,3,6,2023,7,14,24,53,58,60,1,81,7347,66093916.13,72766.96,1146.07,0,102230040,3000000,49240616.84
1860,24,9,2016,10,30,36,40,44,60,1,109,11392,57628178.83,33491.77,457.79,0,63318563,2500000,49137999.58
1220,6,10,2010,5,15,43,48,52,55,1,377,30478,119142144.27,28258.54,499.35,0,181969176,3000000,48783616.75
2279,14,7,2020,5,12,14,20,27,28,1,120,6212,43234926.1,19147.29,528.39,15768710.74,39851784,20000000,48131903.37
1957,10,8,2017,2,14,22,23,29,47,1,98,8329,51557331.87,34841.2,585.63,0,59222338,2500000,48022299.37
1440,7,11,2012,2,6,28,36,51,56,1,148,11068,24405605.1,19463.78,371.81,0,49203458,2000000,47817072.71
1627,16,8,2014,20,26,32,41,45,57,1,130,9306,44340626.24,35837.6,715.18,0,79577270,3000000,47736531.37
2717,25,4,2024,6,22,34,36,44,50,1,31,1883,5581371.93,52426.96,1233.01,0,28188735,3000000,47727297.17
2479,7,5,2022,10,15,17,20,21,35,1,90,5989,4456908.1,26882.94,577.12,20612617.77,41964156,27000000,47057376.54
1321,21,9,2011,10,47,51,53,59,60,1,128,11775,31071213.53,24303.54,377.41,0,53135684,2000000,46999207.8
2715,20,4,2024,7,19,25,46,50,53,1,145,8367,102128925.42,40570.78,1004.41,0,102032995,3500000,46929958.29
1135,16,12,2009,4,5,6,19,23,39,1,127,9233,16270571.71,13646.69,268.15,0,29603144,2000000,46652240.14
2478,4,5,2022,2,17,23,28,39,46,1,196,10963,58922844.33,27088.07,691.84,0,92085948,3000000,46420675.36
1733,15,8,2015,3,5,9,14,41,46,1,63,4818,3330428.53,28697.57,536.06,0,30881081,3000000,46144725.52
1133,9,12,2009,5,10,16,21,39,58,1,111,8648,23878446.59,19679.6,360.84,0,37311790,2500000,45864115.44
1538,11,10,2013,23,27,35,52,53,57,1,132,5238,2163459.28,8897.35,320.31,0,20060470,2500000,45665958.83
1537,9,10,2013,6,10,33,50,51,56,1,209,11870,23232379.04,13956.16,351.04,0,49821730,2500000,45356893.2
1953,29,7,2017,9,26,29,42,43,45,1,237,16988,107956102.12,37495.41,747.28,0,154132051.5,3000000,45226024.24
2153,22,5,2019,8,13,28,31,32,33,1,127,6356,11825289.36,18610.89,531.23,0,40995608.5,3000000,44949306.75
1853,3,9,2016,1,2,34,39,41,45,1,28,2780,9543014.95,74219.7,1067.9,0,36044890,3000000,44635980.02
1316,3,9,2011,8,13,25,34,42,48,1,241,9757,2824002.29,6361.12,224.45,0,26185292,2000000,44325136.83
1672,24,1,2015,1,3,5,10,20,42,1,566,28440,33471002.88,6389.44,181.65,0,61771235,3000000,4431734.33
2273,24,6,2020,15,16,20,38,40,58,1,48,3830,43269740.25,67956.15,1216.67,0,56575611,2500000,44155837.42
1315,31,8,2011,1,27,29,38,50,52,1,108,9003,63981675.84,43290.92,741.88,0,79859638,2500000,43921707.92
1003,10,9,2008,5,10,16,23,26,27,1,86,5694,1609524.9,10159.79,153.45,0,0,1500000,4385238.47
2391,17,7,2021,5,8,13,27,36,50,1,192,13379,76237205.1,32288.63,661.95,0,107525155.5,2500000,43692584.88
1128,21,11,2009,8,16,24,39,52,60,1,43,3389,1903809.92,24034.81,435.65,0,17652896,2000000,43496873.07
1534,28,9,2013,1,12,28,29,34,48,1,89,6196,5734618.57,19892.61,408.19,0,30240480,12300000,43438653.59
1041,21,1,2009,10,12,36,44,54,57,1,82,8071,29372147.91,27849.85,282.95,0,0,1500000,4336425.82
1621,30,7,2014,10,22,24,38,39,49,1,81,6823,29279523.38,42139.35,714.66,0,58301500,3000000,43314221.4
2066,8,8,2018,6,25,27,35,45,55,1,104,7345,35155103.28,27320.77,552.63,0,49282499,3000000,43281183.82
1850,24,8,2016,23,24,32,38,40,41,1,81,5935,58632725.66,48339.16,942.46,0,67912631.5,2500000,43272692.12
2150,11,5,2019,23,24,26,38,42,49,1,838,56994,289420865,30450.2,639.59,0,442589014,3000000,43259979.66
2118,23,1,2019,11,12,20,40,41,46,1,58,4135,37902607.11,53100.77,1064.03,0,53418935.5,2500000,4316426.59
1727,29,7,2015,4,6,19,20,40,41,1,122,8814,46391009.23,37224.08,736.05,0,77569436,3000000,43151108.29
1433,13,10,2012,4,13,14,40,46,52,1,124,9358,33905517.49,26342.96,498.66,0,55794726,2000000,42942062.39
1125,11,11,2009,3,7,29,33,42,56,1,263,11744,19093732.19,7314.59,234,0,32858866,2500000,42597525.04
2591,11,5,2023,10,11,21,23,28,30,1,116,7633,43295767.4,31279.23,679.07,0,62932260,3000000,42171861.2
1002,6,9,2008,3,7,25,31,40,58,1,174,10015,24880988.57,12267.86,213.14,0,0,1500000,4155306.33
1618,19,7,2014,9,20,24,43,51,52,1,32,3161,3400793.67,57692.04,834.34,0,31533535,3000000,41215744.32
1529,11,9,2013,11,15,17,34,35,49,1,75,6622,8144582.4,23758.3,384.4,0,30435704,15000000,41210312.13
1121,28,10,2009,4,17,18,54,56,59,1,94,6105,22023474.44,21458.13,471.99,0,34452964,2000000,41128829.98
2062,25,7,2018,8,10,15,23,25,34,1,192,13804,73450153.75,27128.74,539.04,0,90343582,3000000,40957415.53
2267,3,6,2020,20,32,33,48,49,53,1,33,4064,45553191.42,105176.88,1220.06,0,60199582.5,2500000,40104978.82
1526,31,8,2013,10,16,28,47,51,59,1,149,10735,31746274.15,20637.37,409.2,0,52522740,2500000,40046800.31
1428,26,9,2012,7,15,19,34,37,55,1,204,9777,8826040.59,8674.99,258.58,0,30227772,2000000,39515450.1
2587,29,4,2023,5,10,11,22,23,37,1,328,27180,61056497.58,17723.23,305.54,0,100826811,3000000,39217190.63
1116,10,10,2009,4,9,13,17,20,47,1,259,14186,14545870.49,7153.85,186.58,0,31648022,2000000,39132995.07
1462,23,1,2013,5,9,25,27,38,40,1,392,12264,22470803.48,7251.21,331.1,0,48551594,2000000,3912974.58
1843,3,8,2016,8,26,28,33,41,54,1,51,3046,2685394.05,28584.03,683.7,0,25284829.5,2500000,38663269.52
1307,6,8,2011,7,10,32,43,47,54,1,153,11019,32075789.45,18962.37,376.13,0,49555382,2000000,38618123.69
1721,9,7,2015,4,12,19,33,36,38,1,188,9668,36404331.56,15172.92,421.49,0,48722999.5,3000000,38392973.91
1614,5,7,2014,14,17,21,27,43,49,1,149,7458,6912438.29,13843.25,395.09,0,35231515,20000000,38345074.33
1842,30,7,2016,16,18,22,24,34,43,1,100,6722,27801637.78,29087.4,618.17,0,50451173.5,2500000,38279641.78
1114,3,10,2009,3,15,16,22,25,54,1,65,5054,2310563.74,19297.02,354.54,0,21424482,11000000,38258210.54
1425,15,9,2012,7,16,29,36,38,50,1,82,6460,17534538.97,27866.19,505.31,0,39029976,2000000,38254587.13
2705,26,3,2024,2,16,22,27,35,47,1,182,10213,118265926.76,32797.02,834.93,0,103529715,4000000,37980045.39
2337,23,1,2021,2,9,34,49,51,55,1,84,4321,21898260.37,35529.81,986.71,0,51764431.5,2000000,3757357.17
1111,23,9,2009,4,9,25,32,33,43,1,52,5266,2100928.15,21932.77,309.39,0,19480656,2000000,37264941.78
1521,14,8,2013,11,14,18,30,33,39,1,134,9266,25313774,19657.33,406.1,0,44992102,2500000,37199808.87
1422,5,9,2012,2,5,13,17,39,44,1,250,12007,2662243.82,5780.87,171.94,0,24685402,2000000,36980998.47
2383,23,6,2021,13,15,16,20,40,41,1,47,2151,2783717,32152.36,1003.62,0,26210173.5,2500000,36806636.97
2262,16,5,2020,7,8,14,23,30,46,1,198,12850,101195308.3,34405.61,757.34,0,118155415.5,2000000,36793668.86
2468,2,4,2022,22,35,41,42,53,57,1,267,20734,122627171.8,34158.18,628.38,0,158184963,3000000,36771176.89
1421,1,9,2012,19,31,39,44,53,59,1,142,8046,27700609.77,20561.45,518.39,0,49871110,2500000,36600677.91
2382,19,6,2021,6,9,19,38,53,55,1,52,4044,7098061.76,41816.28,768.13,0,37714473,2500000,36408963.09
1838,16,7,2016,5,8,24,30,57,59,1,115,5293,25207139.21,20709.91,642.8,0,41308785,2500000,35883190.85
1716,24,6,2015,2,25,36,41,42,53,1,62,5896,40781877.95,60946.26,915.55,0,64542467.5,3000000,35401734.37
2380,12,6,2021,11,16,20,24,39,53,1,59,5566,43258691.06,65129.22,986.24,0,66648006,3000000,35394954.23
1301,16,7,2011,3,16,23,25,51,56,1,74,5155,2751015.4,20181.19,413.85,0,25508528,2000000,35388675.59
1516,31,7,2013,4,18,20,34,45,60,1,56,3946,2581185.45,25021.69,507.28,0,23933796,2500000,34820586.59
1105,2,9,2009,1,15,28,43,50,57,1,135,7144,21878202.24,15350.38,414.39,0,35396452,2000000,34770242.31
1515,27,7,2013,4,13,14,18,49,59,1,111,8567,15200594.63,17732.26,328.21,0,33619702,2500000,34451845.8
1298,6,7,2011,14,15,30,53,55,60,1,38,4046,9047534.6,48940.41,656.63,0,31765670,2000000,34059116.7
1514,24,7,2013,16,17,23,42,59,60,1,66,6219,14061405.08,31999.66,485.14,0,36074146,14000000,33933877.16
1834,6,7,2016,2,17,22,24,48,51,1,100,5132,9144980.42,19132.74,532.58,0,33185138,15000000,33743838.73
1941,21,6,2017,1,9,24,38,48,49,1,63,4313,26572503.56,38426.22,801.84,0,41988908.5,3000000,33566388.45
1606,7,6,2014,1,15,37,42,46,54,1,101,9327,31599293.88,36444.91,563.79,0,62873125,3000000,33318719.17
2581,8,4,2023,14,17,32,36,39,60,1,239,6605,46558149.5,18062.58,933.69,0,74875027.5,3000000,33189173.97
1101,19,8,2009,6,7,10,12,24,57,1,284,17901,22310116.55,7904.4,179.14,0,38343704,2000000,33073498.88
1295,25,6,2011,2,5,15,20,43,57,1,314,20014,73451540.26,13945.66,312.56,0,74795498,2500000,32766611.7
1831,25,6,2016,15,27,28,32,48,55,1,71,3168,2615804.34,20000.12,640.33,0,24629594.5,2500000,32437412.92
1830,22,6,2016,3,7,29,37,54,60,1,100,6640,27488182.36,24520.21,527.54,0,42529525.5,2500000,32063726.57
1510,10,7,2013,1,8,17,44,46,53,1,95,9101,22933056.04,24874.7,370.93,0,40363448,2700000,31925104.94
1412,4,8,2012,6,8,24,37,41,45,1,103,6893,3288513.09,17331.97,369.98,0,30492424,2000000,31860628.06
1098,8,8,2009,11,20,21,30,50,52,1,49,3434,2656519.77,29430.83,599.92,0,24632326.25,2500000,31617067.26
1937,7,6,2017,6,10,24,29,43,55,1,71,4055,6310224.41,24966.25,624.48,0,30745253,3000000,31517855.04
1097,5,8,2009,1,17,21,33,48,56,1,242,13115,34907671.59,12266.88,323.35,0,50705642.75,2000000,31237564.43
1602,24,5,2014,8,12,22,35,40,44,1,69,6039,7222388.9,31977.36,521.94,0,37687595,3000000,30557785.55
1896,21,1,2017,3,6,14,15,21,25,1,133,7692,28783383.17,19529.58,482.4,0,45051695.5,2500000,3025148.59
2045,30,5,2018,15,25,27,45,46,50,1,70,3921,29066470.84,34314.21,875.13,0,41661851,3000000,30052238.63
1825,7,6,2016,10,11,21,50,51,54,1,41,3176,27333858.49,43198.01,796.65,0,30719489.5,2200000,29583323.4
1600,17,5,2014,9,23,32,35,46,57,1,110,8443,17751928.34,26147.87,486.66,0,49128762.5,2500000,29526015.66
1200,28,7,2010,3,10,11,39,54,56,1,91,6489,21815376.29,21564.27,432.01,0,33518376,2000000,29333748.06
1094,25,7,2009,9,10,21,36,41,48,1,211,18534,55863193.02,25579.45,416.01,0,92189270.25,25000000,29198514.62
2696,5,3,2024,4,13,18,39,55,59,1,287,16669,206475189.75,39392.16,968.91,0,196087985,3500000,29159619.41
1599,14,5,2014,3,10,15,35,36,58,1,135,8922,11882469.39,19591.99,423.49,0,45177182.5,18000000,28769103.61
2041,16,5,2018,10,12,22,25,42,54,1,120,9310,58932070.38,34570.08,636.55,0,71952860,3000000,28038538.79
1195,10,7,2010,17,20,26,27,55,57,1,63,4448,20642817.77,30696.54,621.1,0,33032140,2000000,27417227.11
1405,11,7,2012,3,14,17,32,37,39,1,315,15516,27622910.73,9536.48,276.58,0,51310412,2500000,27111245.95
1596,3,5,2014,1,5,7,10,12,45,1,380,16970,2826993.1,4038.56,129.19,0,26213024,3000000,27071607.95
2248,1,4,2020,9,15,20,29,30,42,1,29,1618,4906932.9,38798.69,993.43,0,19515258,1800000,26718035.87
1566,18,1,2014,5,6,11,32,36,60,1,133,8797,14791263.61,19327.16,417.43,0,43906268,2500000,2648559.87
1501,8,6,2013,1,7,13,29,37,54,1,238,11210,3144718.24,7172.83,217.55,0,29159100,3000000,26384689.6
1706,20,5,2015,12,31,34,36,48,56,1,136,10756,29938493.6,25199.07,455.17,0,58536962.5,3000000,26241857.93
2245,21,3,2020,11,14,15,18,33,34,1,51,3048,15186785.88,30810.39,736.46,0,27253773,1000000,26017045.41
1500,5,6,2013,10,18,31,43,57,59,1,81,7055,22610179.37,30598.43,501.86,0,42334170,3000000,25935444.12
2244,18,3,2020,3,5,11,34,37,42,1,77,4706,12147334.8,26469.15,618.7,12292230.79,35350038,16000000,25603537.52
1927,6,5,2017,5,11,13,19,30,31,1,140,7385,3343108.9,12963.07,351.06,0,31477666.5,2500000,25480536.22
1593,23,4,2014,4,9,17,18,21,38,1,136,8689,5259292.04,11281.23,252.24,0,26206082,3000000,25477102.98
1499,1,6,2013,8,22,26,33,37,54,1,295,18276,43036617.07,13922.29,321.03,0,70151904,22000000,25283214.32
1926,3,5,2017,2,3,14,20,30,46,1,95,6741,41318205.91,31887.41,641.97,0,52542315,3000000,25002949.22
1401,27,6,2012,11,12,25,33,48,54,1,233,11965,25157779.26,10387.41,288.96,0,41339942,2000000,24851466.86
1591,16,4,2014,4,10,23,33,38,55,1,278,16180,37626306.9,13578.58,333.29,0,64477166,2000000,24725775.52
1186,9,6,2010,7,8,12,13,15,41,1,196,12126,21726964.78,10820.67,249.85,0,36225720,1500000,24079194.19
2368,4,5,2021,4,7,13,25,36,58,1,152,7476,37429107.24,17748.32,515.5,0,46790743.5,2000000,23970648.83
1702,7,5,2015,17,19,33,35,39,52,1,139,5963,2757367.25,10768.76,358.6,0,25567425,3000000,23513801.04
1924,26,4,2017,12,16,30,52,53,58,1,188,11382,101484527.44,41109.03,970.01,0,134048376,35000000,23500441.23
1701,5,5,2015,3,9,18,32,40,56,1,59,3328,2018423.55,18571.45,470.34,0,18715640,2000000,23119891.41
2034,25,4,2018,6,7,13,17,22,56,1,89,5597,2777651.27,16942.34,384.86,0,26153494.5,15000000,23011527.07
1700,2,5,2015,15,18,41,48,50,58,1,65,5380,31494038.01,45507.4,785.44,0,50524517.5,2500000,22831545.17
2033,20,4,2018,10,18,33,38,40,43,1,27,3644,9349630.55,81258.67,860.11,0,38053967,3000000,22614719.73
2570,4,3,2023,8,18,26,27,47,50,1,75,5940,33139056.49,61594.54,1111.01,0,80124021,3000000,22168768.88
1281,7,5,2011,8,11,14,30,36,38,1,198,12813,34943738.22,15752.77,347.75,0,53275668,2000000,21815104.79
1036,3,1,2009,10,27,36,39,41,52,1,177,11703,44550370.27,23079.89,349.07,0,0,2000000,2141906.21
2030,11,4,2018,4,27,38,40,58,59,1,63,4017,22122662.6,39656.35,888.49,0,43333094,3000000,21279058.18
1810,20,4,2016,1,10,25,43,50,56,1,266,14324,92303225.84,22369.76,593.44,0,103207069,2500000,21269659.63
2363,17,4,2021,6,14,24,34,39,58,1,77,5169,40076100.78,49919.36,1062.31,0,66668242.5,2500000,20807339.84
1696,18,4,2015,1,12,17,31,37,46,1,135,9824,32909935.88,27832.74,546.39,0,64179532.5,3000000,20438754.61
1492,8,5,2013,4,9,18,44,46,48,1,232,12719,26460707.33,12349.72,321.8,0,48938634,2400000,20394061.14
2567,23,2,2023,10,11,19,33,58,60,1,103,5786,8548140.96,23886.63,607.45,0,42672816,3000000,19669856.85
1177,8,5,2010,33,38,47,50,52,55,1,78,6269,32015488.03,34840.8,619.27,0,46418328,2000000,19537432.09
1393,30,5,2012,4,18,24,28,39,44,1,86,5717,8139697.37,17831.94,383.2,0,26194122,2000000,19469904.65
1459,12,1,2013,2,6,30,34,35,52,1,147,11563,13246202.09,17821.85,323.66,0,44748336,13000000,1892314.64
1694,11,4,2015,20,29,34,37,45,57,1,348,10854,46904093.93,14457.94,662.21,0,85939430,25000000,18702105.32
1489,27,4,2013,1,15,24,26,28,48,1,86,5462,2867241.35,18098.87,407.09,0,26586222,17000000,18510340.29
1079,3,6,2009,5,12,24,28,36,37,1,150,8339,4033499.58,7545.01,193.88,0,19331149.25,12000000,18493374.9
1488,24,4,2013,4,22,25,38,45,51,1,144,7105,6092267.98,11881.33,344,0,29223638,2800000,18100734.36
1389,16,5,2012,1,16,28,39,44,57,1,146,7397,13488668.85,14870.28,419.29,0,37083342,13000000,17783393.69
1486,17,4,2013,1,6,10,34,40,54,1,174,12128,37137524.71,20176.24,413.52,0,59964778,2500000,17230410.34
1582,15,3,2014,1,4,13,17,38,48,1,125,10807,7343875.35,18368.65,303.51,0,39218778,3000000,16986564.23
2334,13,1,2021,4,13,20,22,25,60,1,66,4609,11854874.71,34602.68,707.86,7451635.52,39610737,13000000,1693553.58
2356,27,3,2021,3,10,25,36,51,58,1,100,5821,27070907.55,27164.44,666.66,0,47115076.5,2500000,16612742.04
1170,14,4,2010,11,13,27,34,46,49,1,228,10746,19095125.12,7995.63,242.34,0,31138258,2000000,16215397.51
1249,15,1,2011,3,8,36,40,51,53,1,103,5887,11177972.67,17808.9,445.12,0,31331494,9000000,1596853.29
1354,14,1,2012,2,8,38,42,48,49,1,71,4842,2815977.4,21530.61,451.01,0,26110882,9500000,1589591.26
1385,2,5,2012,27,35,36,37,42,59,1,52,4170,13402970.05,28177.29,501.95,0,25027030,2000000,15856440.95
1169,10,4,2010,1,11,14,23,42,48,1,179,12185,46206248.49,20559.27,431.45,0,62859000,19000000,15735659.74
2135,20,3,2019,9,23,28,40,48,59,1,50,4546,32689083.52,58359.12,916.96,0,50611032.5,3000000,15576778.59
1145,16,1,2010,3,16,19,24,33,60,1,129,8734,14836725.73,13095.79,276.31,0,28855462,2000000,1473054.66
1069,29,4,2009,9,17,28,45,49,53,1,275,16287,36400425.15,11807.55,284.8,0,0,17000000,14495810.71
1031,17,12,2008,24,33,40,43,46,49,1,59,5508,19067463.74,31380.11,336.14,0,0,1600000,14451257.75
1564,11,1,2014,25,38,44,46,53,54,1,71,5602,3219906.28,24619,445.74,0,29856274,9000000,1441790.38
1381,18,4,2012,11,27,30,40,44,57,1,109,7087,22817234.34,23177.49,509.25,0,43151892,2000000,14319426.39
1577,26,2,2014,11,14,25,32,51,59,1,86,6004,7599721.82,26213.16,536.38,0,38505670,2500000,14232853.7
1480,27,3,2013,9,14,21,26,36,52,1,151,11395,31618202.79,19792.67,374.68,0,51049112,2500000,13605857.42
1029,10,12,2008,5,16,17,20,24,32,1,262,17979,32271347.11,11277.48,164.34,0,0,15000000,13545257.02
2548,14,12,2022,9,15,23,25,29,30,1,186,12011,134811174.29,36544.82,808.46,0,117895720.5,3000000,135436363.19
2131,6,3,2019,2,3,6,18,20,28,1,414,16733,78938208.62,9335.09,329.94,0,67032441,3000000,13239249.64
1575,19,2,2014,1,4,5,14,45,56,1,709,42590,111503902.49,16432.41,390.78,0,199000534,3000000,13147179.13
1914,22,3,2017,16,29,33,39,42,44,1,27,2403,5805678.69,60549.38,971.9,0,28355670,16000000,12969142.27
1687,18,3,2015,15,24,37,46,49,58,1,75,4522,3174732.56,22979.02,544.45,0,29437405,3000000,12953930.24
1800,16,3,2016,6,11,16,19,31,56,1,96,5710,22054205.88,24829.38,596.35,0,41343148,3000000,12810612.92
1377,4,4,2012,2,5,12,13,25,35,1,175,12352,5600981.17,9128.17,184.75,0,27285304,2000000,12329677.36
2795,9,11,2024,13,16,33,43,46,55,1,242,19146,201963763.26,49426.51,892.48,0,207460095,3500000,122937168.19
2537,9,11,2022,12,24,26,31,37,48,1,94,9282,64250536.1,55876.02,808.37,0,91098787.5,3000000,122375194.31
1912,15,3,2017,10,13,33,35,36,42,1,43,4556,5848882.96,38057.25,513.12,0,28383915,3000000,12139759.59
2534,29,10,2022,28,36,39,44,56,60,1,176,12797,131566946.59,53823.63,1057.49,38792396.04,164302780.5,43000000,118738317.11
1353,11,1,2012,3,11,13,27,32,47,1,161,10308,8311160.99,10586.03,236.2,0,29111596,2000000,1187308.75
1910,8,3,2017,6,9,15,22,39,48,1,219,10816,59741202.88,19333.81,559.23,0,73439205,3000000,11304204.85
2684,3,2,2024,17,26,45,46,48,53,1,109,8288,94839718.02,57025.61,1071.39,27330868.55,107809170,32000000,11285151.38
2349,3,3,2021,5,10,25,32,49,54,1,59,3150,2780964.58,25587.57,684.65,17118616.07,26184258,22000000,11236357.23
